,0,1,2,3,4,5,6
391,NP_002730,P05129,2E73,NP_001782,P60953,1A4R,1
392,NP_005442,Q9NR12,2Q3G,NP_005252,P55040,2CJW,1
393,NP_000389,P00387,1M91,NP_683725,P00167,2I96,1
394,NP_000575,P10145,1ICW,NP_001548,P25025,4Q3H,1
395,NP_000612,P28223,6A93,NP_690001,Q7Z6G8,2EAM,1
396,NP_665802,Q9Y4K3,1LB4,NP_005408,P12931,1A07,1
397,NP_006177,P43354,1OVL,NP_068811,P28702,1H9U,1
398,NP_071285,O75469,1ILG,NP_001094,P35609,1H8B,1
399,NP_005736,P51572,4JZL,NP_002107,P04439,1AKJ,1
400,NP_000312,P06400,1AD6,NP_002871,P04049,1C1Y,1
401,NP_004604,P21980,1FAU,NP_001092,P60709,3BYH,1
402,NP_003842,O75629,1XHN,NP_000867,P11717,1E6F,1
403,NP_006243,P54646,2H6D,NP_006203,O60825,5HTK,1
404,NP_001395,P26641,1PBU,NP_004419,P20827,3CZU,1
405,NP_444252,P35080,1D1J,NP_002841,Q13332,2FH7,1
406,NP_003706,O60763,2W3C,NP_004477,Q08379,4REY,1
407,NP_005307,P32780,1PFJ,NP_002651,P19174,1HSQ,1
408,NP_000035,P10275,1E3G,NP_002383,Q00987,1RV1,1
409,NP_003835,O00220,5CIR,NP_001835,P02458,1U5M,1
410,NP_001096,Q04771,3H9R,NP_001813,P15882,2OSA,1
411,NP_066973,Q9Y3R0,2JIL,NP_001019265,P04150,1M2Z,1
412,NP_001155,O00213,2E45,NP_001008493,Q8N8S7,2HO2,1
413,NP_001252,P50750,1PF6,NP_002175,P40189,1BJ8,1
414,NP_001194,O00238,3MDY,NP_075567,Q9H832,5A4P,1
415,NP_006487,P08754,2IHB,NP_001769,P09326,2EDO,1
416,NP_005517,Q00613,2LDU,NP_006752,P62258,2BR9,1
417,NP_006793,Q12874,2DT7,NP_006749,Q01081,1JMT,1
418,NP_002788,P28074,4R3O,NP_002786,P49720,4R3O,1
419,NP_004442,P11474,1XB7,NP_006245,Q05655,1YRK,1
420,NP_001886,P68400,1JWH,NP_000629,P04004,1OC0,1
421,NP_000044,P35670,2ARF,NP_004036,O00244,1FE0,1
422,NP_005376,P30414,2HE9,NP_006702,Q15287,4A8X,1
423,NP_000307,Q03431,1BL1,NP_003396,Q04917,2C63,1
424,NP_002512,P16860,1YK1,NP_000899,P17342,1JDN,1
425,NP_000570,P51681,1ND8,NP_002976,P13501,1B3A,1
426,NP_037380,Q9UKK6,1JKG,NP_003391,O14980,1W9C,1
427,NP_004094,Q14289,2FO6,NP_006507,P11166,1SUK,1
428,NP_002720,Q03014,2E1O,NP_002779,P25788,4R3O,1
429,NP_115705,Q8WYH8,3C6W,NP_000456,Q99728,1JM7,1
430,NP_003168,P43405,1A81,NP_000052,Q06187,1AWW,1
431,NP_002028,P06241,1A0N,NP_002221,P14923,3IFQ,1
432,NP_699202,Q8N448,2VWR,NP_001005743,P49757,5NJJ,1
433,NP_000452,P10828,1BSX,NP_000537,P04637,1A1U,1
434,NP_000203,P05106,1JV2,NP_068656,P02679,1DUG,1
435,NP_055912,O75122,3WOY,NP_003379,Q9UDT6,2CP2,1
436,NP_001026855,Q13625,1YCS,NP_000624,P10415,1G5M,1
437,NP_002643,P12273,3ES6,NP_000607,P01730,1CDH,1
438,NP_005408,P12931,1A07,NP_005649,Q13077,3M0D,1
439,NP_060918,Q86VP6,1U6G,NP_003579,Q13620,2DO7,1
440,NP_001887,P19784,3E3B,NP_001028849,Q9NZU7,2K7B,1
441,NP_150241,P29590,1BOR,NP_001886,P68400,1JWH,1
442,NP_004802,O60711,1X3H,NP_742017,Q96HA1,5T6W,1
443,NP_000386,P32927,1C8P,NP_002101,P08631,1AD5,1
444,NP_003912,O95999,2MB9,NP_003339,P61088,1J7D,1
445,NP_002415,P22894,1A85,NP_002973,P13500,1DOK,1
446,NP_005139,Q13432,3GQQ,NP_060125,Q8TF65,3GGE,1
447,NP_061848,Q9NYB0,1FEX,NP_005723,Q92878,5GOX,1
448,NP_036428,Q9UQC2,2VWF,NP_003168,P43405,1A81,1
449,NP_001015053,Q9UQL6,5UWI,NP_060215,Q6W2J9,2N1L,1
450,NP_000116,P03372,1A52,NP_005345,P17535,3U86,1
451,NP_005234,Q01844,2CPE,NP_542408,Q96FJ2,2XQQ,1
452,NP_004984,P54252,1YZB,NP_009057,P55072,3EBB,1
453,NP_057403,Q9UBW8,4D10,NP_000537,P04637,1A1U,1
454,NP_619525,Q9NZ52,1JPL,NP_004850,Q00610,2XZG,1
455,NP_079404,Q96NY9,2MC3,NP_001005735,O96017,1GXC,1
456,NP_000561,O75015,1E4J,NP_001630,P02743,1GYK,1
457,NP_116738,Q16627,2Q8R,NP_000570,P51681,1ND8,1
458,NP_002806,O00231,5GJQ,NP_068597,Q9GZT6,6H9M,1
459,NP_002568,Q13177,3PCS,NP_061485,P63000,1E96,1
460,NP_003072,P60880,1KIL,NP_004703,O14964,2D3G,1
461,NP_001217,P55212,1MI9,NP_005564,P20700,2KPW,1
462,NP_002153,P32942,1T0P,NP_005997,Q05516,1BUO,1
463,NP_006814,P61925,1CMK,NP_004495,P52594,2D9L,1
464,NP_006597,O75884,2QS9,NP_005602,Q08999,4XI9,1
465,NP_055948,Q9UPT6,4PXJ,NP_002410,Q16584,5K26,1
466,NP_056953,P37231,1FM6,NP_001434,P07148,2F73,1
467,NP_004299,Q07960,1AM4,NP_002881,P20936,1WER,1
468,NP_000066,P11802,1LD2,NP_510867,P38936,1AXC,1
469,NP_000593,P05121,1A7C,NP_002323,Q07954,1CR8,1
470,NP_002334,P02788,1B0L,NP_000087,P00450,1KCW,1
471,NP_003395,P31946,2BQ0,NP_003381,P30291,1X8B,1
472,NP_056219,Q9P202,1UEZ,NP_065980,Q9HCJ2,3ZYJ,1
473,NP_004737,O14490,5YPO,NP_004078,Q12959,1PDR,1
474,NP_075380,Q9BZR6,1OZN,NP_065393,Q9NQC3,2G31,1
475,NP_002919,O15492,2BT2,NP_006487,P08754,2IHB,1
476,NP_002520,P04629,1HE7,NP_003891,Q13501,1Q02,1
477,NP_001250,Q00534,1BI7,NP_510867,P38936,1AXC,1
478,NP_006697,O14776,2DK7,NP_008855,Q07955,1X4A,1
479,NP_005234,Q01844,2CPE,NP_062815,Q9NQA5,5OEO,1
480,NP_076944,Q9H081,5LSJ,NP_006092,O14777,2IGP,1
481,NP_002084,P49841,1GNG,NP_077719,Q04721,2OO4,1
482,NP_003072,P60880,1KIL,NP_055047,P63027,3FIE,1
483,NP_001420,Q09472,1L3E,NP_006229,Q03181,1GWX,1
484,NP_000052,Q06187,1AWW,NP_079055,Q8TBX8,2GK9,1
485,NP_002825,Q06124,2SHP,NP_004318,P11274,1K1F,1
486,NP_003783,O60869,1X57,NP_001871,P15336,1BHI,1
487,NP_004152,P62820,2FOL,NP_056955,O00488,1ZR9,1
488,NP_003322,P29597,3LXN,NP_002028,P06241,1A0N,1
489,NP_003191,P15923,1HLH,NP_001895,P35222,1G3J,1
490,NP_001518,Q92769,3MAX,NP_061973,Q9NPF5,3HM5,1
491,NP_150634,P29466,1BMQ,NP_932070,P55957,1ZY3,1
492,NP_002881,P20936,1WER,NP_004374,P41240,1BYG,1
493,NP_065120,P57735,2OIL,NP_004603,P36897,1B6C,1
494,NP_003216,P04155,1HI7,NP_038466,Q9UMX0,2JY5,1
495,NP_001155,O00213,2E45,NP_004516,P98164,2M0P,1
496,NP_000359,Q92574,4Z6Y,NP_003395,P31946,2BQ0,1
497,NP_001645,P10398,1WXM,NP_872270,P14618,1T5A,1
498,NP_000035,P10275,1E3G,NP_004337,P42574,1CP3,1
499,NP_005949,P48039,6ME2,NP_002061,P04899,6D9H,1
500,NP_001015053,Q9UQL6,5UWI,NP_006303,Q9Y618,1KKQ,1
501,NP_005139,Q13432,3GQQ,NP_004441,P84090,1W9G,1
502,NP_733832,Q9NS23,2KZU,NP_001061,P23258,1Z5V,1
503,NP_004422,P29317,1MQB,NP_002077,P62993,1AZE,1
504,NP_612639,Q7Z7C8,4WV4,NP_006275,Q12962,2F69,1
505,NP_003206,P42680,2LUL,NP_000940,P16471,1BP3,1
506,NP_001014809,Q14194,4B3Z,NP_003899,P20042,6K71,1
507,NP_852664,P27986,1A0N,NP_004439,P04626,1MFG,1
508,NP_003557,Q15075,1HYI,NP_004153,P20339,1N6H,1
509,NP_005609,O00548,4XBM,NP_000426,Q9UM47,4ZLP,1
510,NP_000410,P08514,1DPK,NP_002077,P62993,1AZE,1
511,NP_892113,P29353,1MIL,NP_004295,Q9UM73,2KUP,1
512,NP_003480,P48552,2GPO,NP_001015053,Q9UQL6,5UWI,1
513,NP_004243,O14745,1G9O,NP_001895,P35222,1G3J,1
514,NP_001420,Q09472,1L3E,NP_005229,P14921,1GVJ,1
515,NP_001518,Q92769,3MAX,NP_004955,Q13547,1TYI,1
516,NP_002568,Q13177,3PCS,NP_001782,P60953,1A4R,1
517,NP_000252,Q99972,4WXQ,NP_006358,Q01518,1K8F,1
518,NP_000123,P00451,1CFG,NP_000303,P04070,1AUT,1
519,NP_005139,Q13432,3GQQ,NP_002799,Q13200,5GJQ,1
520,NP_078957,Q8N5Z5,5A6R,NP_055259,Q9UGJ1,3RIP,1
521,NP_001217,P55212,1MI9,NP_000012,P49768,2KR6,1
522,NP_001887,P19784,3E3B,NP_000368,P42768,1CEE,1
523,NP_004433,P29323,1B4F,NP_002881,P20936,1WER,1
524,NP_001096,Q04771,3H9R,NP_057647,Q9NYN1,3C5C,1
525,NP_055467,O94829,2X19,NP_002361,P61326,1P27,1
526,NP_003912,O95999,2MB9,NP_066961,Q12933,1CA4,1
527,NP_006089,P63244,4AOW,NP_002218,P23458,3EYG,1
528,NP_002820,P26045,2B49,NP_001070,P43403,1FBV,1
529,NP_002739,Q16659,2I6L,NP_002729,P05771,2I0E,1
530,NP_001077431,P15884,2KWF,NP_001460,P12956,1JEQ,1
531,NP_000928,P24928,2GHQ,NP_006212,Q13526,1F8A,1
532,NP_061185,Q9P258,5GWN,NP_061485,P63000,1E96,1
533,NP_002784,P20618,4R3O,NP_002786,P49720,4R3O,1
534,NP_001914,Q16531,2B5L,NP_006760,P61968,2L4Z,1
535,NP_060952,Q9ULH1,2D1X,NP_004094,Q14289,2FO6,1
536,NP_006550,Q07666,2XA6,NP_002651,P19174,1HSQ,1
537,NP_002604,O15530,1H1W,NP_005391,Q02156,2WH0,1
538,NP_001886,P68400,1JWH,NP_002961,P21673,2B3U,1
539,NP_002341,P07948,1W1F,NP_006245,Q05655,1YRK,1
540,NP_002406,P14174,1CA7,NP_001020330,P04233,1A6A,1
541,NP_005810,O43752,2NPS,NP_003816,O00161,1NHL,1
542,NP_000525,P54277,2CS1,NP_000240,P40692,3RBN,1
543,NP_005234,Q01844,2CPE,NP_008944,Q9H0M0,1ND7,1
544,NP_510867,P38936,1AXC,NP_001750,P30279,6EI2,1
545,NP_002782,P60900,4R3O,NP_002779,P25788,4R3O,1
546,NP_002458,P01106,1A93,NP_002886,P28749,1H28,1
547,NP_001789,P24941,1AQ1,NP_001230,P51946,1JKW,1
548,NP_055908,Q9NYJ8,2DAE,NP_001560,P51617,6BFN,1
549,NP_005618,O00141,2R5T,NP_004163,P43003,5LLM,1
550,NP_056292,Q96ST3,1PO4,NP_001319,Q13363,1MX3,1
551,NP_036580,P51692,6MBW,NP_001008540,P61073,2K03,1
552,NP_004837,O60573,2JGB,NP_004086,Q13541,1EJ4,1
553,NP_036252,Q9Y5K6,2FEI,NP_055382,P56945,1WYX,1
554,NP_005892,Q15796,1DEV,NP_003891,Q13501,1Q02,1
555,NP_002543,O43929,5UJ7,NP_006181,Q13416,5C8H,1
556,NP_002328,P30533,1LRE,NP_002680,Q14181,2KEB,1
557,NP_002728,P17252,2ELI,NP_004156,P55042,2DPX,1
558,NP_599022,P35398,1N83,NP_060231,Q9NPJ4,4B6H,1
559,NP_002728,P17252,2ELI,NP_061116,Q9H1D0,6BO8,1
560,NP_001341,Q9UER7,2KQS,NP_003874,O15379,4A69,1
561,NP_004303,P36575,1XEH,NP_005606,Q93091,4X09,1
562,NP_006245,Q05655,1YRK,NP_066928,O15162,1Y2A,1
563,NP_004078,Q12959,1PDR,NP_066943,Q92796,1UM7,1
564,NP_008830,O43837,6KDE,NP_004126,P51553,5GRE,1
565,NP_976226,Q99759,2C60,NP_036526,Q9UHV9,6NR8,1
566,NP_002255,P52294,2JDQ,NP_783552,Q06455,1WQ6,1
567,NP_005350,Q13485,1DD1,NP_061828,P0CG47,2KHW,1
568,NP_663777,Q13114,1FLK,NP_891549,Q8IUC6,2M1X,1
569,NP_036611,P61981,2B05,NP_004324,P15056,1UWH,1
570,NP_003118,Q13813,2FOT,NP_056456,Q9UGI8,2IYB,1
571,NP_874369,Q92993,2EKO,NP_006457,Q9H1D9,2DK5,1
572,NP_002933,Q9HCK4,1UEM,NP_004778,O94813,2V70,1
573,NP_002728,P17252,2ELI,NP_002558,P30086,1BD9,1
574,NP_001195,Q13873,2HLQ,NP_002729,P05771,2I0E,1
575,NP_003795,Q13546,4ITH,NP_000034,P25445,1BZI,1
576,NP_002040,P15976,6G0Q,NP_002737,P27361,2ZOQ,1
577,NP_000456,Q99728,1JM7,NP_001460,P12956,1JEQ,1
578,NP_004553,O60260,1IYF,NP_652759,P49796,2F5Y,1
579,NP_005535,P35568,1IRS,NP_001269,O15111,3BRT,1
580,NP_002244,P35968,1VR2,NP_000386,P32927,1C8P,1
581,NP_002010,P17948,1FLT,NP_001895,P35222,1G3J,1
582,NP_004413,O14641,2REY,NP_036325,Q9ULV1,5BPB,1
583,NP_003494,O00311,4F99,NP_055136,Q9Y5N6,3M03,1
584,NP_115977,Q969Q1,2D8U,NP_596869,Q8WZ42,1BPV,1
585,NP_055720,O94925,3CZD,NP_058644,Q9NPB6,1WMH,1
586,NP_002914,P41220,2AF0,NP_002728,P17252,2ELI,1
587,NP_002789,P28072,4R3O,NP_002790,Q99436,4R3O,1
588,NP_000787,P35462,3PBL,NP_001950,P24534,1B64,1
589,NP_000495,P00742,1C5M,NP_006278,P10646,1ADZ,1
590,NP_858045,Q9Y6Q9,1KBH,NP_004442,P11474,1XB7,1
591,NP_061828,P0CG47,2KHW,NP_002520,P04629,1HE7,1
592,NP_015566,Q05586,2HQW,NP_003248,Q07157,2H2B,1
593,NP_002205,P26012,6DJP,NP_000651,P01137,1KLA,1
594,NP_036233,Q14134,2CSV,NP_002728,P17252,2ELI,1
595,NP_001008493,Q8N8S7,2HO2,NP_056036,Q6XZF7,1UG1,1
596,NP_006303,Q9Y618,1KKQ,NP_068810,Q04206,1NFI,1
597,NP_002721,P17612,2GU8,NP_003591,O14965,1MQ4,1
598,NP_006288,P18887,1CDZ,NP_009225,P38398,1JM7,1
599,NP_000483,P13569,1NBD,NP_004148,P13861,2IZX,1
600,NP_000797,P14867,6CDU,NP_000935,Q08209,1AUI,1
601,NP_620603,Q13164,2Q8Y,NP_005618,O00141,2R5T,1
602,NP_006752,P62258,2BR9,NP_003740,Q9Y4H2,3FQW,1
603,NP_055804,Q86UR5,2CSS,NP_005630,P21579,2K45,1
604,NP_005892,Q15796,1DEV,NP_005405,P12757,3EQ5,1
605,NP_065209,P16157,1N11,NP_000333,P02730,1BH7,1
606,NP_000035,P10275,1E3G,NP_001460,P12956,1JEQ,1
607,NP_001827,P23946,1KLT,NP_000890,P21583,1EXZ,1
608,NP_061485,P63000,1E96,NP_000616,P35228,1NSI,1
609,NP_002084,P49841,1GNG,NP_604391,P16220,2LXT,1
610,NP_002651,P19174,1HSQ,NP_001655,P61586,1A2B,1
611,NP_002323,Q07954,1CR8,NP_000475,P05067,1AAP,1
612,NP_002438,Q04912,3PLS,NP_852664,P27986,1A0N,1
613,NP_000360,P16473,1XUM,NP_002060,P63096,1KJY,1
614,NP_536859,P29350,1FPR,NP_004963,O60674,2B7A,1
615,NP_057406,P61106,1Z0F,NP_073576,Q9HAU4,1ZVD,1
616,NP_006549,O75525,5EL3,NP_848693,Q92530,2VT8,1
617,NP_057202,Q9Y5A7,1WJU,NP_055151,Q9NZN9,5U9A,1
618,NP_006000,Q71U36,5JCO,NP_005075,Q13093,3D59,1
619,NP_004978,P48059,1G47,NP_065162,Q9HCE7,2LAZ,1
620,NP_001341,Q9UER7,2KQS,NP_150241,P29590,1BOR,1
621,NP_005601,Q09028,2XU7,NP_003164,O43463,3MTS,1
622,NP_005405,P12757,3EQ5,NP_008878,O76094,5M72,1
623,NP_056442,Q5SW96,2G30,NP_000475,P05067,1AAP,1
624,NP_002730,P05129,2E73,NP_005535,P35568,1IRS,1
625,NP_006531,Q15596,1GWQ,NP_005212,P56178,2DJN,1
626,NP_000817,P42262,2WJW,NP_036539,Q9NRD5,2GZV,1
627,NP_003395,P31946,2BQ0,NP_006702,Q15287,4A8X,1
628,NP_003698,Q9Y265,2C9O,NP_000292,P00747,1B2I,1
629,NP_003018,Q99963,2EW3,NP_003932,O00401,2FF3,1
630,NP_000917,P06401,1A28,NP_001030126,Q9BX66,2DL3,1
631,NP_620448,P53779,1JNK,NP_619527,O43521,1F95,1
632,NP_001030126,Q9BX66,2DL3,NP_000199,P06213,1GAG,1
633,NP_000224,P22888,1LUT,NP_536350,P63092,5G53,1
634,NP_003572,O43639,1U5S,NP_004084,P52799,2HLE,1
635,NP_009297,P00519,1AB2,NP_001761,P15391,6AL5,1
636,NP_644808,Q8NI22,2VRG,NP_005561,P49257,3A4U,1
637,NP_001194,O00238,3MDY,NP_057661,Q9NRW1,2E9S,1
638,NP_066565,P30419,1RXT,NP_001739,P17655,1KFU,1
639,NP_001396,O43921,2WO3,NP_005224,P29320,2GSF,1
640,NP_004963,O60674,2B7A,NP_002706,P67775,2IAE,1
641,NP_068811,P28702,1H9U,NP_003480,P48552,2GPO,1
642,NP_005154,P31749,1H10,NP_004324,P15056,1UWH,1
643,NP_055700,Q9UM13,1JHJ,NP_001246,Q12834,4GGA,1
644,NP_005997,Q05516,1BUO,NP_150241,P29590,1BOR,1
645,NP_003063,P51532,2GRC,NP_006006,O14497,1RYU,1
646,NP_714941,P37198,2H4D,NP_001092755,P06454,2L9I,1
647,NP_066961,Q12933,1CA4,NP_001157,Q13490,1QBH,1
648,NP_037415,Q9NZL9,2YDX,NP_005902,P31153,2P02,1
649,NP_004831,Q15052,1UJY,NP_005891,Q15797,1KHU,1
650,NP_004422,P29317,1MQB,NP_005179,P22681,1B47,1
651,NP_004337,P42574,1CP3,NP_009112,Q92918,6CQD,1
652,NP_002762,P35030,1H4W,NP_006278,P10646,1ADZ,1
653,NP_001813,P15882,2OSA,NP_004603,P36897,1B6C,1
654,NP_004148,P13861,2IZX,NP_003922,Q92558,3P8C,1
655,NP_542416,Q12923,1D5G,NP_002721,P17612,2GU8,1
656,NP_002520,P04629,1HE7,NP_002498,P08138,2N80,1
657,NP_057250,O75925,1V66,NP_068810,Q04206,1NFI,1
658,NP_008882,Q15542,2NXP,NP_005633,Q15545,4RGW,1
659,NP_001997,P09038,1BAS,NP_000601,P16070,1POZ,1
660,NP_000869,P14784,1ILM,NP_536859,P29350,1FPR,1
661,NP_858045,Q9Y6Q9,1KBH,NP_071285,O75469,1ILG,1
662,NP_005424,P07947,2HDA,NP_002881,P20936,1WER,1
663,NP_005997,Q05516,1BUO,NP_783552,Q06455,1WQ6,1
664,NP_003341,Q15819,1J74,NP_056202,Q9Y3A3,5YF4,1
665,NP_005234,Q01844,2CPE,NP_003461,Q93009,1NB8,1
666,NP_001056,P19438,1EXT,NP_006089,P63244,4AOW,1
667,NP_005139,Q13432,3GQQ,NP_001658,P36404,3DOE,1
668,NP_000893,P08473,1DL9,NP_001108,P18509,1GEA,1
669,NP_001428,Q92731,1L2J,NP_003434,Q13105,2LVR,1
670,NP_009298,P42684,2ECD,NP_001743,P04040,1DGB,1
671,NP_057174,Q9Y580,2M8H,NP_003008,P84103,2I2Y,1
672,NP_061973,Q9NPF5,3HM5,NP_001370,P26358,3EPZ,1
673,NP_003230,P10600,1KTZ,NP_000109,P17813,5HZV,1
674,NP_058634,O95967,2KL7,NP_000537,P04637,1A1U,1
675,NP_000316,Q99697,2L7F,NP_004955,Q13547,1TYI,1
676,NP_055138,Q9HBE1,2EPP,NP_937802,O75030,4C7N,1
677,NP_006613,Q9NYY3,4I5M,NP_006375,Q99828,1DGU,1
678,NP_031388,P52298,1H2T,NP_001960,P55010,2E9H,1
679,NP_001560,P51617,6BFN,NP_003812,O43353,2N7Z,1
680,NP_006410,O43927,4ZAI,NP_001997,P09038,1BAS,1
681,NP_006136,P25685,1HDJ,NP_005852,Q9UNE7,4KBQ,1
682,NP_001231,O60563,2PK2,NP_002078,P28799,1G26,1
683,NP_852664,P27986,1A0N,NP_000012,P49768,2KR6,1
684,NP_037497,Q9UJY5,1J2J,NP_004694,Q15276,1P4U,1
685,NP_065129,Q9HD36,4B4S,NP_004313,Q92934,1G5J,1
686,NP_000577,P60568,1ILM,NP_076918,P01562,3UX9,1
687,NP_002778,P25787,4R3O,NP_002780,P25789,4R3O,1
688,NP_004630,P46379,1WX9,NP_003155,Q13190,3EFO,1
689,NP_005405,P12757,3EQ5,NP_003202,Q13569,1WYW,1
690,NP_008868,P61956,1WM2,NP_000048,P54132,2KV2,1
691,NP_000410,P08514,1DPK,NP_000499,P02671,1BBR,1
692,NP_002563,P68402,1VYH,NP_005692,O95149,1XK5,1
693,NP_665802,Q9Y4K3,1LB4,NP_006691,O14545,2D9K,1
694,NP_000928,P24928,2GHQ,NP_001092,P60709,3BYH,1
695,NP_056219,Q9P202,1UEZ,NP_003679,O14936,1KGD,1
696,NP_057250,O75925,1V66,NP_005891,Q15797,1KHU,1
697,NP_003371,P08670,1GK4,NP_057623,Q8N6T7,3K35,1
698,NP_997647,P02751,1E88,NP_000592,P14210,1BHT,1
699,NP_001548,P25025,4Q3H,NP_003923,P50502,1UZS,1
700,NP_005442,Q9NR12,2Q3G,NP_002729,P05771,2I0E,1
701,NP_003246,P16035,1BR9,NP_004521,P08253,1CK7,1
702,NP_002989,P34741,6ITH,NP_000479,P01008,1ANT,1
703,NP_004527,Q13075,2VM5,NP_002134,P84074,5G4P,1
704,NP_892113,P29353,1MIL,NP_005419,P15498,2CRH,1
705,NP_001347,O00571,2I4I,NP_714941,P37198,2H4D,1
706,NP_005250,O14793,5F3B,NP_003012,O43765,2VYI,1
707,NP_068813,Q9Y5Y6,1EAW,NP_857593,O43278,1YC0,1
708,NP_036564,Q15047,3DLM,NP_001009999,O60341,2COM,1
709,NP_596869,Q8WZ42,1BPV,NP_000061,P20807,1Y9V,1
710,NP_004979,P43355,1W72,NP_004955,Q13547,1TYI,1
711,NP_002816,P21246,2N6F,NP_003012,O43765,2VYI,1
712,NP_005822,Q13137,2MXP,NP_001341,Q9UER7,2KQS,1
713,NP_000724,P07766,1A81,NP_005372,P19338,2FC8,1
714,NP_542416,Q12923,1D5G,NP_003678,P50479,2EEG,1
715,NP_001649,P84077,1HUR,NP_001395,P26641,1PBU,1
716,NP_002423,P41218,2DBG,NP_001789,P24941,1AQ1,1
717,NP_004055,P46527,1H27,NP_006828,Q92905,4D10,1
718,NP_006212,Q13526,1F8A,NP_001895,P35222,1G3J,1
719,NP_002458,P01106,1A93,NP_002084,P49841,1GNG,1
720,NP_002826,Q05209,5HDE,NP_000199,P06213,1GAG,1
721,NP_003362,P52735,2DLZ,NP_061485,P63000,1E96,1
722,NP_009225,P38398,1JM7,NP_002422,P51948,1G25,1
723,NP_001118,Q10567,4HMY,NP_001031,P04278,1D2S,1
724,NP_004300,P52565,1CC0,NP_005419,P15498,2CRH,1
725,NP_002721,P17612,2GU8,NP_003072,P60880,1KIL,1
726,NP_001154,Q02410,1AQC,NP_060087,P46531,1PB5,1
727,NP_892113,P29353,1MIL,NP_002825,Q06124,2SHP,1
728,NP_005895,O15105,2DJY,NP_663304,O43318,2EVA,1
729,NP_005301,Q14451,1MW4,NP_002077,P62993,1AZE,1
730,NP_003989,P19838,1MDI,NP_001019265,P04150,1M2Z,1
731,NP_000168,P06396,1C0F,NP_997647,P02751,1E88,1
732,NP_000624,P10415,1G5M,NP_000935,Q08209,1AUI,1
733,NP_000537,P04637,1A1U,NP_004413,O14641,2REY,1
734,NP_003227,P01135,1GK5,NP_005219,P00533,1DNQ,1
735,NP_055859,Q9UJY4,1MHQ,NP_002950,Q99523,3F6K,1
736,NP_005442,Q9NR12,2Q3G,NP_848693,Q92530,2VT8,1
737,NP_001005735,O96017,1GXC,NP_002384,O15151,2CR8,1
738,NP_003109,P09486,1BMO,NP_001835,P02458,1U5M,1
739,NP_003886,O43426,1W80,NP_647593,O00499,1MUZ,1
740,NP_000213,P10721,1PKG,NP_002077,P62993,1AZE,1
741,NP_002028,P06241,1A0N,NP_690605,P11836,1S8B,1
742,NP_002323,Q07954,1CR8,NP_001963,P08246,1B0F,1
743,NP_002871,P04049,1C1Y,NP_109587,P36507,1S9I,1
744,NP_004387,P17844,3FE2,NP_003734,Q15788,1FM6,1
745,NP_055387,Q9NRM7,4ZRI,NP_006272,Q13188,3WWS,1
746,NP_002825,Q06124,2SHP,NP_006197,P16234,1GQ5,1
747,NP_683877,P25786,4R3O,NP_002780,P25789,4R3O,1
748,NP_061132,Q9NRI5,5V4B,NP_003015,Q15811,1KI1,1
749,NP_003841,Q9P2R7,6G4Q,NP_000023,P22557,5QQQ,1
750,NP_000607,P01730,1CDH,NP_002114,P01920,1JK8,1
751,NP_976226,Q99759,2C60,NP_005914,Q99683,2CLQ,1
752,NP_789782,Q9H444,3C3Q,NP_054888,Q9BY43,3C3O,1
753,NP_006531,Q15596,1GWQ,NP_000452,P10828,1BSX,1
754,NP_001195,Q13873,2HLQ,NP_001191,P12643,1ES7,1
755,NP_004630,P46379,1WX9,NP_067646,Q53G59,2VPJ,1
756,NP_002520,P04629,1HE7,NP_852664,P27986,1A0N,1
757,NP_004337,P42574,1CP3,NP_005154,P31749,1H10,1
758,NP_057358,Q53GL0,3AA1,NP_001886,P68400,1JWH,1
759,NP_002077,P62993,1AZE,NP_066189,O14492,1Q2H,1
760,NP_001900,P07339,1LYA,NP_001031,P04278,1D2S,1
761,NP_002650,Q03405,1YWH,NP_003322,P29597,3LXN,1
762,NP_002046,P14136,6A9P,NP_055259,Q9UGJ1,3RIP,1
763,NP_116011,Q8TBB1,3B76,NP_699202,Q8N448,2VWR,1
764,NP_060962,Q96KB5,5J0A,NP_002871,P04049,1C1Y,1
765,NP_005643,Q15554,1H6P,NP_001460,P12956,1JEQ,1
766,NP_000181,P08397,3ECR,NP_005484,Q96S59,5JI7,1
767,NP_002599,P01127,1PDG,NP_000005,P01023,1BV8,1
768,NP_000453,Q05086,1C4Z,NP_038472,Q9UHD9,1J8C,1
769,NP_892113,P29353,1MIL,NP_002244,P35968,1VR2,1
770,NP_004300,P52565,1CC0,NP_001655,P61586,1A2B,1
771,NP_002915,P49802,2A72,NP_003395,P31946,2BQ0,1
772,NP_003152,P23443,3A60,NP_005154,P31749,1H10,1
773,NP_002746,Q02750,1S9J,NP_060692,Q9NVD7,2K2R,1
774,NP_057322,Q9UJX3,3FFL,NP_003894,Q13042,3HYM,1
775,NP_036228,Q9UKG1,2EJ8,NP_057083,Q96A54,3WXV,1
776,NP_001005735,O96017,1GXC,NP_005216,Q01094,1H24,1
777,NP_002173,Q9NPH3,3O4O,NP_060362,O75400,1UZC,1
778,NP_002793,P62191,5GJQ,NP_002794,P35998,5GJQ,1
779,NP_006201,Q9GZU2,4BHX,NP_003461,Q93009,1NB8,1
780,NP_001005360,P50570,2YS1,NP_001626,P49418,1KY7,1
781,NP_115754,P29692,2MVM,NP_001014809,Q14194,4B3Z,1
